user_id,EMIS,School,Sector,supp_learn_envi_score,pos_behav_expec_score,lesson_facilitation_score,cfu_score,feedback_score,ct_score,autonomy_score,perseverance_score,social_score,overall_average_score
2735,435,"IMSB (I-V), TALHAR (FA) IBD",B.K,4.0,4.0,3.0,4.0,5.0,3.0,3.0,2.0,1.0,3.22
3863,240,IMSG (I-VIII) G-8/4,Urban-I,4.0,3.0,4.0,3.0,3.0,5.0,2.0,1.0,1.0,2.89
3819,275,IMSG(I-X) G-11/2,Urban-II,5.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,3.0,4.56
105592,275,IMSG(I-X) G-11/2,Urban-II,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,4.78
288,283,IMS(I-V) No.2 I-9/4,Urban-II,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
4412,281,IMSG (I-VIII) I-9/4,Urban-II,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,4.89
3657,210,IMS(I-V) G-6/2,Urban-I,4.0,3.0,3.0,2.0,2.0,5.0,2.0,2.0,1.0,2.67
146,557,IMSB (I-V) Mughal,Sihala,4.0,5.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,3.56
3568,434,"IMSB (I-V), SIHALI",B.K,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.78
2596,419,"IMSB (I-VIII), SATRA MEEL",B.K,4.0,4.0,4.0,4.0,3.0,4.0,3.0,2.0,4.0,3.56
3946,212,IMS(I-V) G-6/1-2,Urban-I,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,4.78
3716,912,"IMCG, ST. 25, F-6/2",Urban-I,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,5.0,3.67
1747,716,"IMCG,THANDA PANI (FA)",Nilore,4.0,3.0,4.0,3.0,5.0,5.0,3.0,3.0,1.0,3.44
73054,261,IMS(I-V) No.3 G-9/2,Urban-II,4.0,2.0,4.0,5.0,3.0,3.0,4.0,3.0,3.0,3.44
5180,282,IMS(I-V) No.1 I-9/4,Urban-II,4.0,2.0,4.0,4.0,1.0,4.0,3.0,3.0,4.0,3.22
916,265,IMS(I-V) F-10/2,Urban-II,4.0,4.0,5.0,4.0,4.0,5.0,3.0,4.0,4.0,4.11
1423,284,IMSG (I-VIII) I-8/1,Urban-II,4.0,4.0,4.0,4.0,2.0,1.0,3.0,2.0,2.0,2.89
1507,744,IMSG(I-V) ALI PUR (MV),Nilore,4.0,4.0,3.0,2.0,2.0,2.0,3.0,2.0,1.0,2.56
2495,740,IMSG(I-V) KHANNA NAI ABADI,Nilore,3.0,4.0,3.0,3.0,3.0,1.0,2.0,2.0,2.0,2.56
1229,919,"IMCG, F-10/2",Urban-II,4.0,4.0,4.0,4.0,2.0,1.0,3.0,3.0,4.0,3.22
1240,919,"IMCG, F-10/2",Urban-II,4.0,5.0,5.0,3.0,1.0,1.0,2.0,3.0,2.0,2.89
3635,558,IMSB (I-VIII) Herdogher,Sihala,4.0,4.0,4.0,4.0,3.0,1.0,1.0,2.0,2.0,2.78
2305,472,"IMSG (I-VIII), MOHRIAN",B.K,5.0,4.0,4.0,3.0,1.0,2.0,3.0,3.0,1.0,2.89
1971,925,IMCB Pakistan Town,Sihala,3.0,3.0,4.0,3.0,3.0,1.0,2.0,2.0,1.0,2.44
4600,540,IMSG (I-V) Sihala Khurd,Sihala,3.0,3.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,1.78
846,291,IMS (I-V) I-10/2,Urban-II,5.0,4.0,5.0,4.0,2.0,3.0,4.0,2.0,3.0,3.56
831,291,IMS (I-V) I-10/2,Urban-II,5.0,4.0,4.0,2.0,1.0,2.0,4.0,3.0,2.0,3.0
1899,563,IMSB (I-V) D/Mai Nawab,Sihala,4.0,3.0,3.0,1.0,1.0,2.0,3.0,2.0,1.0,2.22
5270,906,"IMCB, G-10/4",Urban-II,4.0,4.0,2.0,3.0,2.0,1.0,1.0,3.0,1.0,2.33
4748,283,IMS(I-V) No.2 I-9/4,Urban-II,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1.67
1374,283,IMS(I-V) No.2 I-9/4,Urban-II,3.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.67
103705,634,IMSB (I-V) Sheikhpur,Tarnol,2.0,1.0,2.0,2.0,1.0,1.0,3.0,2.0,1.0,1.67
2903,216,IMS(I-V) G-7/1,Urban-I,4.0,4.0,3.0,4.0,1.0,2.0,2.0,3.0,2.0,2.78
2847,242,IMS(I-V) No.2 G-8/4,Urban-I,4.0,4.0,3.0,5.0,3.0,1.0,5.0,4.0,5.0,3.78
3461,743,IMSG(I-V)TAMMA,Nilore,3.0,2.0,4.0,2.0,2.0,3.0,2.0,1.0,1.0,2.22
4699,903,"IMCG, F-11/3",Urban-II,3.0,3.0,3.0,2.0,3.0,1.0,2.0,2.0,3.0,2.44
1297,294,IMS(I-V) No.1 I-9/1,Urban-II,4.0,4.0,5.0,4.0,3.0,3.0,2.0,4.0,3.0,3.56
3342,760,IMSG(I-V) PUNJGRAN (760),Nilore,4.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,3.0,3.0
4036,426,"IMSB (I-V), KALRAN",B.K,4.0,4.0,2.0,4.0,3.0,2.0,3.0,2.0,3.0,3.0
1558,754,IMSG(I-V) CHIRAH,Nilore,3.0,4.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.44
1556,754,IMSG(I-V) CHIRAH,Nilore,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,3.78
4819,704,IMSB(I-X)JAGIOT,Nilore,4.0,4.0,4.0,3.0,1.0,2.0,4.0,3.0,4.0,3.22
2543,717,IMSB(I-X) KHANNA NAI ABADI,Nilore,2.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.44
2895,216,IMS(I-V) G-7/1,Urban-I,2.0,3.0,3.0,5.0,1.0,2.0,3.0,3.0,1.0,2.56
3587,204,IMS (I-V) G-6/1-3,Urban-I,1.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,2.11
5075,277,IMS(I-V) G-11/2,Urban-II,2.0,4.0,3.0,3.0,4.0,3.0,2.0,3.0,1.0,2.78
1894,508,IMCG Lohi Bher,Sihala,4.0,4.0,4.0,3.0,4.0,3.0,3.0,4.0,4.0,3.67
1461,506,IMSG (I-X) Dhoke Gangal,Sihala,5.0,5.0,3.0,3.0,3.0,2.0,3.0,3.0,1.0,3.11
1462,506,IMSG (I-X) Dhoke Gangal,Sihala,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,2.89
3750,555,IMSB (I-V) Humak,Sihala,4.0,4.0,2.0,3.0,3.0,2.0,3.0,3.0,1.0,2.78
4143,448,IMSG (I-X) KURRI,B.K,5.0,4.0,5.0,4.0,3.0,3.0,3.0,3.0,3.0,3.67
4364,575,IMS (I-V) Gohra Shahan,Sihala,4.0,4.0,5.0,4.0,3.0,3.0,2.0,3.0,4.0,3.56
1974,925,IMCB Pakistan Town,Sihala,4.0,3.0,5.0,3.0,3.0,3.0,3.0,2.0,1.0,3.0
1925,550,IMSB (I-X) Banni Saran,Sihala,4.0,3.0,4.0,5.0,3.0,3.0,4.0,2.0,1.0,3.22
1594,569,"IMSB (I-VIII), Koral",Sihala,4.0,3.0,4.0,2.0,2.0,3.0,2.0,2.0,2.0,2.67
83539,652,IMSG (I-V) Dhoke Suleman,Tarnol,3.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.33
1258,288,IMSG (I-VIII) I-10/4,Urban-II,3.0,4.0,4.0,4.0,3.0,3.0,2.0,2.0,3.0,3.11
5306,922,IMCG G-14/4,Tarnol,4.0,4.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,2.78
3724,912,"IMCG, ST. 25, F-6/2",Urban-I,4.0,4.0,5.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0
3732,912,"IMCG, ST. 25, F-6/2",Urban-I,4.0,3.0,5.0,4.0,2.0,4.0,2.0,3.0,5.0,3.56
964,752,IMSG(I-VIII) KIJNAH,Nilore,4.0,3.0,3.0,3.0,2.0,3.0,1.0,1.0,5.0,2.78
4063,611,IMSG (I-X) Jhangi Syedan (F.A.),Tarnol,4.0,3.0,5.0,4.0,4.0,3.0,3.0,3.0,5.0,3.78
2490,459,"IMSG (I-X), MALOT",B.K,4.0,4.0,4.0,4.0,4.0,3.0,4.0,2.0,4.0,3.67
3602,478,"IMSG (I-V), MALPUR (F.A)",B.K,4.0,1.0,3.0,4.0,1.0,2.0,2.0,2.0,1.0,2.22
92313,531,IMSG (I-V) Hoon Dhamial,Sihala,4.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.22
2589,414,IMSB (I-V) MAIRA BEGWAL (evening),B.K,4.0,5.0,5.0,3.0,4.0,4.0,2.0,2.0,3.0,3.56
4799,918,"IMCG, I-8/4",Urban-II,4.0,4.0,4.0,4.0,3.0,5.0,4.0,2.0,4.0,3.78
4792,918,"IMCG, I-8/4",Urban-II,5.0,4.0,5.0,4.0,5.0,5.0,4.0,5.0,4.0,4.56
3199,240,IMSG (I-VIII) G-8/4,Urban-I,3.0,3.0,5.0,2.0,2.0,3.0,1.0,2.0,1.0,2.44
4891,228,IMS(I-V) F-6/1,Urban-I,4.0,4.0,2.0,2.0,1.0,2.0,4.0,3.0,1.0,2.56
4138,448,IMSG (I-X) KURRI,B.K,5.0,5.0,4.0,5.0,3.0,4.0,4.0,4.0,5.0,4.33
3570,434,"IMSB (I-V), SIHALI",B.K,5.0,5.0,5.0,5.0,4.0,4.0,5.0,4.0,5.0,4.67
2448,477,"IMSG (I-V), BHARA KAU, NAI ABADI",B.K,5.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,3.67
1269,445,"IMSG (I-X), NHC",B.K,4.0,4.0,4.0,3.0,2.0,4.0,2.0,2.0,4.0,3.22
4655,908,ICB G-6/3,Urban-I,4.0,5.0,4.0,5.0,4.0,4.0,2.0,3.0,5.0,4.0
3027,908,ICB G-6/3,Urban-I,4.0,5.0,4.0,3.0,4.0,3.0,5.0,3.0,3.0,3.78
2655,476,"IMSG (I-V) , SHAHZAD TOWN",B.K,3.0,4.0,2.0,4.0,4.0,4.0,3.0,2.0,1.0,3.0
5228,231,IMS(I-V) F-7/2,Urban-I,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.89
5139,231,IMS(I-V) F-7/2,Urban-I,4.0,3.0,4.0,4.0,3.0,5.0,5.0,2.0,5.0,3.89
3489,715,"IMCG,PEHOUNT",Nilore,4.0,4.0,4.0,3.0,3.0,4.0,3.0,2.0,3.0,3.33
595,609,IMSB (I-X) Badana Kalan,Tarnol,4.0,3.0,5.0,3.0,3.0,5.0,3.0,3.0,5.0,3.78
1503,760,IMSG(I-V) PUNJGRAN (760),Nilore,3.0,4.0,3.0,4.0,2.0,2.0,3.0,2.0,1.0,2.67
1762,719,IMSB(I-VIII) DELLA,Nilore,2.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.44
4320,919,"IMCG, F-10/2",Urban-II,4.0,4.0,4.0,1.0,2.0,2.0,2.0,2.0,1.0,2.44
4638,263,IMS(I-V) G-9/1,Urban-II,4.0,4.0,4.0,4.0,1.0,2.0,2.0,3.0,4.0,3.11
3835,272,IMS(I-V) No.1 G-10/2,Urban-II,4.0,4.0,4.0,4.0,1.0,2.0,4.0,3.0,4.0,3.33
70316,275,IMSG(I-X) G-11/2,Urban-II,4.0,4.0,3.0,5.0,4.0,1.0,4.0,4.0,1.0,3.33
1906,554,IMSB (I-VIII) Ara Burji,Sihala,4.0,4.0,4.0,3.0,3.0,1.0,2.0,2.0,1.0,2.67
447,624,IMSG (I-VIII) Pind Paracha,Tarnol,2.0,3.0,5.0,3.0,2.0,1.0,3.0,4.0,5.0,3.11
4740,291,IMS (I-V) I-10/2,Urban-II,4.0,4.0,3.0,2.0,1.0,1.0,3.0,1.0,1.0,2.22
107886,458,"IMSG (I-X), SAID PUR",B.K,4.0,3.0,2.0,1.0,1.0,1.0,3.0,2.0,1.0,2.0
73006,283,IMS(I-V) No.2 I-9/4,Urban-II,4.0,3.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,2.11
1252,288,IMSG (I-VIII) I-10/4,Urban-II,4.0,4.0,4.0,2.0,4.0,1.0,2.0,2.0,1.0,2.67
2181,534,IMSG (I-V) Humak,Sihala,2.0,4.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.89
2792,913,"ICG, F-6/2",Urban-I,4.0,3.0,4.0,2.0,3.0,2.0,3.0,2.0,1.0,2.67
2009,553,IMSB (I-V) Bhimber Trar,Sihala,4.0,3.0,3.0,3.0,2.0,1.0,3.0,3.0,3.0,2.78
4871,917,"IMCG, St. # 23, I-10/4",Urban-II,5.0,4.0,4.0,4.0,3.0,2.0,4.0,2.0,1.0,3.22
1808,741,IMSG(I-V) NO.I TARLAI,Nilore,5.0,4.0,4.0,4.0,4.0,3.0,3.0,2.0,2.0,3.44
5064,242,IMS(I-V) No.2 G-8/4,Urban-I,4.0,4.0,4.0,3.0,2.0,3.0,4.0,2.0,2.0,3.11
3496,708,"IMCB,JABA TALI",Nilore,4.0,4.0,4.0,2.0,1.0,2.0,4.0,2.0,1.0,2.67
1795,733,IMSB(I-V) JHANG SYDEN,Nilore,4.0,4.0,4.0,3.0,1.0,2.0,4.0,2.0,4.0,3.11
794,921,IMCG G-13/1,Tarnol,3.0,2.0,3.0,3.0,1.0,3.0,3.0,2.0,3.0,2.56
3694,622,IMSB (I-VIII) Chellow,Tarnol,3.0,4.0,3.0,2.0,1.0,3.0,4.0,1.0,3.0,2.67
4237,904,"IMCB, F-7/3",Urban-I,4.0,4.0,5.0,4.0,4.0,3.0,2.0,3.0,5.0,3.78
3172,914,"IMCG, F-7/4",Urban-I,4.0,4.0,5.0,4.0,4.0,2.0,4.0,3.0,4.0,3.78
1222,919,"IMCG, F-10/2",Urban-II,4.0,4.0,5.0,3.0,2.0,2.0,4.0,3.0,1.0,3.11
1220,919,"IMCG, F-10/2",Urban-II,4.0,5.0,5.0,4.0,3.0,2.0,3.0,3.0,2.0,3.44
5199,509,IMSG Mohra Nagial,Sihala,3.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,2.11
3110,466,"IMSG (I-VIII), KOT HATHIAL",B.K,5.0,4.0,5.0,5.0,1.0,3.0,3.0,3.0,1.0,3.33
4893,462,IMSG (I-VIII) Mandla (FA) Islamabad,B.K,5.0,5.0,5.0,5.0,5.0,3.0,4.0,4.0,5.0,4.56
1978,925,IMCB Pakistan Town,Sihala,4.0,3.0,4.0,3.0,2.0,3.0,2.0,2.0,4.0,3.0
4399,575,IMS (I-V) Gohra Shahan,Sihala,3.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,1.0,2.56
4612,221,IMSG (I-VIII) F-7/1,Urban-I,4.0,3.0,4.0,3.0,3.0,2.0,3.0,2.0,2.0,2.89
3671,452,IMSG (I-X) TALHAR,B.K,5.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,3.89
2195,539,IMSG (I-V) PWD Col,Sihala,4.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,3.78
1925,550,IMSB (I-X) Banni Saran,Sihala,4.0,3.0,3.0,3.0,1.0,2.0,3.0,2.0,1.0,2.44
93583,556,IMSB (I-VIII)S/Mirzian,Sihala,3.0,2.0,4.0,3.0,3.0,2.0,2.0,2.0,2.0,2.56
4332,737,IMSB(I-V)KHANNA KAK,Nilore,5.0,4.0,5.0,4.0,2.0,2.0,2.0,2.0,4.0,3.33
2497,440,"IMSB (I-V), RAWAL DAM,",B.K,3.0,4.0,4.0,3.0,2.0,3.0,2.0,2.0,2.0,2.78
2608,439,"IMSB (I-VIII), MALPUR",B.K,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
895,281,IMSG (I-VIII) I-9/4,Urban-II,4.0,3.0,4.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0
1374,283,IMS(I-V) No.2 I-9/4,Urban-II,4.0,3.0,4.0,3.0,3.0,3.0,3.0,2.0,4.0,3.22
2049,920,"IMCG, Korang Town",Sihala,2.0,2.0,2.0,2.0,1.0,3.0,2.0,2.0,1.0,1.89
2184,534,IMSG (I-V) Humak,Sihala,3.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.89
5088,236,IMSG(I-X) E-9,Urban-I,4.0,3.0,4.0,3.0,1.0,2.0,2.0,2.0,1.0,2.44
4436,745,IMSG(I-V)ALI PUR FRASH,Nilore,4.0,4.0,4.0,5.0,2.0,3.0,2.0,2.0,2.0,3.11
108493,610,IMSG (I-X) Sangjani,Tarnol,4.0,4.0,5.0,5.0,3.0,3.0,3.0,2.0,3.0,3.56
3726,912,"IMCG, ST. 25, F-6/2",Urban-I,4.0,3.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,3.67
109398,611,IMSG (I-X) Jhangi Syedan (F.A.),Tarnol,4.0,3.0,5.0,3.0,4.0,3.0,2.0,3.0,3.0,3.33
996,444,"IMCG (I-XII), UNIVERSITY COLONY (U.C)",B.K,4.0,5.0,5.0,4.0,5.0,3.0,4.0,4.0,4.0,4.22
5128,444,"IMCG (I-XII), UNIVERSITY COLONY (U.C)",B.K,4.0,4.0,4.0,3.0,2.0,2.0,3.0,2.0,4.0,3.11
736,647,IMSB (I-V) Golra,Tarnol,3.0,4.0,5.0,4.0,1.0,4.0,3.0,2.0,3.0,3.22
1347,909,"IMCB, I-10/1",Urban-II,4.0,3.0,4.0,2.0,2.0,3.0,4.0,2.0,3.0,3.0
4618,221,IMSG (I-VIII) F-7/1,Urban-I,5.0,4.0,5.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0
3990,281,IMSG (I-VIII) I-9/4,Urban-II,4.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,3.44
1399,255,IMS(I-V) No.2 St 7 G-9/3,Urban-II,4.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,4.0,2.67
4633,291,IMS (I-V) I-10/2,Urban-II,4.0,5.0,4.0,3.0,2.0,2.0,4.0,2.0,4.0,3.33
980,254,IMS(I-V) No.3 St 68 G-9/3,Urban-II,4.0,3.0,4.0,2.0,4.0,2.0,3.0,2.0,2.0,2.89
1520,709,IMSB(I-X)KIRPA,Nilore,4.0,3.0,5.0,4.0,3.0,4.0,3.0,2.0,4.0,3.56
4781,918,"IMCG, I-8/4",Urban-II,4.0,4.0,4.0,4.0,5.0,5.0,4.0,3.0,3.0,4.0
4422,225,IMSG (I-VIII) F-7/4,Urban-I,4.0,4.0,3.0,4.0,2.0,4.0,1.0,2.0,4.0,3.11
6276,218,IMSG (I-VIII) G-7/3-4,Urban-I,4.0,4.0,4.0,4.0,3.0,3.0,5.0,3.0,4.0,3.78
4239,904,"IMCB, F-7/3",Urban-I,3.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,2.0,3.44
5055,217,IMS(I-V) G-7/4,Urban-I,2.0,4.0,4.0,4.0,1.0,4.0,3.0,2.0,1.0,2.78
72972,203,IMS (I-V) G-6/1-1,Urban-I,4.0,4.0,4.0,4.0,5.0,5.0,5.0,3.0,4.0,4.22
72936,438,"IMSB (I-V), KUREE",B.K,5.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,1.0,4.33
103723,454,IMSG (I-X) LAKHWAL,B.K,5.0,5.0,4.0,5.0,4.0,4.0,5.0,4.0,5.0,4.56
3299,220,IMS (I-V) G-7/3-3,Urban-I,4.0,4.0,5.0,4.0,4.0,2.0,3.0,3.0,2.0,3.44
1627,552,IMSB (I-V) Lohi Bher,Sihala,5.0,5.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,4.67
3519,718,IMSB(I-VIII) ALI PUR,Nilore,4.0,4.0,5.0,3.0,3.0,4.0,2.0,3.0,2.0,3.33
3646,259,IMS(I-V) No.1 G-9/2,Urban-II,5.0,4.0,4.0,5.0,5.0,3.0,4.0,4.0,4.0,4.22
972,244,IMS(I-V) No.2 G-8/1,Urban-I,4.0,4.0,5.0,5.0,4.0,5.0,5.0,3.0,5.0,4.44
4136,245,IMS(I-V) No.3 G-8/1,Urban-I,4.0,5.0,5.0,4.0,4.0,5.0,5.0,3.0,5.0,4.44
4566,211,IMSG (I-X) P.E. CLY G-5,Urban-I,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,3.78
3699,282,IMS(I-V) No.1 I-9/4,Urban-II,4.0,4.0,5.0,5.0,4.0,4.0,4.0,3.0,4.0,4.11
2460,477,"IMSG (I-V), BHARA KAU, NAI ABADI",B.K,3.0,4.0,5.0,3.0,2.0,1.0,2.0,2.0,3.0,2.78
3592,469,"IMSG (I-V), (NHC) CHAK SHEHZAD",B.K,3.0,4.0,3.0,2.0,3.0,1.0,2.0,1.0,1.0,2.22
2592,414,IMSB (I-V) MAIRA BEGWAL (evening),B.K,4.0,4.0,4.0,2.0,4.0,1.0,3.0,2.0,1.0,2.78
1807,741,IMSG(I-V) NO.I TARLAI,Nilore,3.0,4.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.78
1637,765,IMSG(I-V) FRASH TOWN,Nilore,2.0,4.0,3.0,1.0,2.0,1.0,3.0,2.0,2.0,2.22
2315,404,IMSB (I-X) CHATTAR,B.K,4.0,3.0,4.0,2.0,3.0,2.0,2.0,2.0,1.0,2.56
5063,242,IMS(I-V) No.2 G-8/4,Urban-I,4.0,4.0,3.0,4.0,2.0,2.0,3.0,2.0,4.0,3.11
3426,637,IMSB (I-V) Shah Allah Ditta,Tarnol,4.0,3.0,4.0,4.0,1.0,1.0,3.0,2.0,1.0,2.56
1232,919,"IMCG, F-10/2",Urban-II,4.0,4.0,4.0,3.0,1.0,1.0,2.0,2.0,4.0,2.78
3752,555,IMSB (I-V) Humak,Sihala,4.0,4.0,3.0,3.0,3.0,1.0,4.0,3.0,1.0,2.89
4091,557,IMSB (I-V) Mughal,Sihala,3.0,3.0,2.0,3.0,3.0,1.0,1.0,2.0,1.0,2.11
109396,507,IMCG (I-X) PindMalkan,Sihala,3.0,2.0,4.0,2.0,1.0,1.0,1.0,2.0,1.0,1.89
1338,456,IMSG (I-X) NOORPUR SHAHAN,B.K,4.0,4.0,4.0,4.0,2.0,1.0,2.0,2.0,1.0,2.67
832,291,IMS (I-V) I-10/2,Urban-II,5.0,4.0,4.0,3.0,1.0,3.0,3.0,2.0,1.0,2.89
4077,469,"IMSG (I-V), (NHC) CHAK SHEHZAD",B.K,3.0,3.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.78
107721,431,"IMSB (I-V), PALALI",B.K,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.11
1945,527,IMSG (I-V) Herdogher,Sihala,3.0,4.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.11
2151,534,IMSG (I-V) Humak,Sihala,3.0,4.0,2.0,5.0,3.0,2.0,2.0,2.0,1.0,2.67
780,629,IMSG (I-VIII) Sarae Kharboza (F.A),Tarnol,4.0,3.0,5.0,4.0,1.0,1.0,3.0,2.0,2.0,2.78
3739,247,IMS(I-V) No.2 G-8/2,Urban-I,4.0,4.0,5.0,4.0,3.0,2.0,2.0,3.0,2.0,3.22
2482,415,"IMSB (I-VIII), MOHRA NOOR NIH",B.K,4.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,2.89
1057,255,IMS(I-V) No.2 St 7 G-9/3,Urban-II,4.0,4.0,4.0,1.0,2.0,1.0,3.0,4.0,1.0,2.67
3641,259,IMS(I-V) No.1 G-9/2,Urban-II,4.0,4.0,3.0,2.0,3.0,1.0,2.0,3.0,2.0,2.67
4553,903,"IMCG, F-11/3",Urban-II,3.0,3.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0
72965,241,IMS(I-V) No.1 G-8/4,Urban-I,4.0,2.0,5.0,2.0,2.0,2.0,3.0,2.0,1.0,2.56
4247,904,"IMCB, F-7/3",Urban-I,4.0,4.0,4.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0
2137,525,IMSG (I-V) Rawat,Sihala,4.0,4.0,4.0,3.0,2.0,3.0,4.0,3.0,4.0,3.44
2097,537,IMSG (I-V) Mohri Mughal,Sihala,4.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,2.89
2011,571,IMSB (I-V)Chak Kamdar,Sihala,3.0,4.0,4.0,3.0,3.0,3.0,2.0,2.0,4.0,3.11
108381,447,IMSG (I-X) GOKINA,B.K,4.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.33
4951,471,"IMSG (I-V), KOT HATHIAL, NAI ABADI",B.K,5.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,3.89
3686,573,IMSG (I-V) CBR Colony,Sihala,4.0,4.0,4.0,3.0,3.0,3.0,5.0,3.0,4.0,3.67
1681,549,IMSB (I-X) Dhaliala,Sihala,3.0,4.0,2.0,3.0,3.0,2.0,2.0,2.0,1.0,2.44
3901,291,IMS (I-V) I-10/2,Urban-II,5.0,4.0,5.0,4.0,2.0,3.0,4.0,2.0,4.0,3.67
4435,232,IMSB (I-X) P.M. Colony G-5,Urban-I,5.0,5.0,5.0,3.0,5.0,4.0,5.0,4.0,2.0,4.22
2321,707,IMSB(I-X) KHANNA DAK,Nilore,4.0,4.0,4.0,1.0,1.0,2.0,2.0,2.0,2.0,2.44
24992,281,IMSG (I-VIII) I-9/4,Urban-II,3.0,3.0,3.0,3.0,1.0,2.0,2.0,1.0,1.0,2.11
109377,288,IMSG (I-VIII) I-10/4,Urban-II,3.0,3.0,4.0,4.0,2.0,3.0,2.0,2.0,1.0,2.67
72964,288,IMSG (I-VIII) I-10/4,Urban-II,4.0,4.0,4.0,2.0,4.0,2.0,4.0,3.0,2.0,3.22
112084,457,IMSG (I-X) SHAHDRA KHURD,B.K,4.0,4.0,4.0,4.0,5.0,3.0,4.0,3.0,1.0,3.56
4296,209,IMSG(I-VIII) G-6/2,Urban-I,3.0,4.0,3.0,3.0,1.0,3.0,2.0,2.0,3.0,2.67
4956,209,IMSG(I-VIII) G-6/2,Urban-I,3.0,4.0,4.0,3.0,3.0,3.0,4.0,2.0,4.0,3.33
3363,603,IMSB (I-X) Naugazi,Tarnol,4.0,3.0,5.0,4.0,3.0,3.0,5.0,2.0,3.0,3.56
1062,255,IMS(I-V) No.2 St 7 G-9/3,Urban-II,4.0,3.0,4.0,3.0,2.0,2.0,2.0,3.0,1.0,2.67
3791,292,IMS(I-V) No.2 I-9/1,Urban-II,3.0,2.0,4.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0
4669,901,"IMCB, F-10/3",Urban-II,4.0,4.0,4.0,3.0,4.0,2.0,3.0,2.0,4.0,3.33
4550,754,IMSG(I-V) CHIRAH,Nilore,4.0,4.0,5.0,4.0,4.0,5.0,3.0,3.0,2.0,3.78
73063,240,IMSG (I-VIII) G-8/4,Urban-I,4.0,4.0,4.0,4.0,3.0,5.0,2.0,4.0,4.0,3.78
3263,241,IMS(I-V) No.1 G-8/4,Urban-I,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,2.89
70314,275,IMSG(I-X) G-11/2,Urban-II,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
103732,275,IMSG(I-X) G-11/2,Urban-II,5.0,5.0,5.0,5.0,4.0,5.0,3.0,4.0,1.0,4.11
2996,205,IMS(I-V) G-6/1-4,Urban-I,4.0,3.0,5.0,3.0,3.0,3.0,3.0,2.0,4.0,3.33
